question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
C,True,2018,A,A,14-c,T3/ds18AA-Sol.pdf,TAU,2,na,1,na,2,h,untested,,"ערימת מינימום מרושלת היא ערימה שבמקום להחזיר את המינימום מחזירה את אחד מבין הk איברים הכי קטנים בערימה. בנוסף בפעולת המחיקה היא מוחקת את אותו איבר שהחזירה כמינימום המקורב.
האם הסדרה  [7,8,5,6,3,4,1,2,...N,N-1] היא פלט אופציונלי של ערימה מרושלת עבור 2=k?",כן. קל לראות שאחד משני האיברים הקטנים ביותר הוחזרו.,,,,
C,True,2018,A,A,14-d,T3/ds18AA-Sol.pdf,TAU,2,na,4,na,4,h,untested,,"ערימת מינימום מרושלת היא ערימה שבמקום להחזיר את המינימום מחזירה את אחד מבין הk איברים הכי קטנים בערימה. בנוסף בפעולת המחיקה היא מוחקת את אותו איבר שהחזירה כמינימום המקורב.
עבור 2=k, נניח הכנסנו n איברים לערימה מרושלת ושלפנו אחד אחד. כמה איברים יכלו להישלף לפני שנשלף המינימום הגלובלי של n האיברים?
א. 0 איברים.
ב. 0 או 1 איברים.
ג. 1 או 2 איברים.
ד. כל מספר מבין 0 ל N-1.","תשובה: כל מספר מבין 0 ל N-1. נימוק: ניתן להחזיר במשך i פעמים את האיבר השני בגודלו ורק אז את האיבר הקטן ביותר, עבור כל i בין 0 ל1 − N.",,,,
C,True,2018,A,A,14-e,T3/ds18AA-Sol.pdf,TAU,4,"A lazy minimum heap is a heap that instead of returning the minimum returns one of the k smallest elements in the heap. Additionally, in the delete operation, it deletes the same element that was returned as the approximate minimum. Prove or disprove the following claim:
For \( k=2 \), it is possible to implement a lazy heap such that all operations take \( O(1) \) amortized time.",False,"\textit{Not possible. If it were possible, we would reach a contradiction to the sorting lower bound. We will perform a reduction from the sorting problem - we will insert the \( n \) elements we want to sort into a sloppy heap, and now find the approximate minimum and remove it. We will do this \( n \) times. We will take the sequence we obtained and note that it has at most \( n \) disorder violations, so now it is possible to perform insertion sort in linear time and obtain the sorted sequence.}",2,"b,h",tested,,"ערימת מינימום מרושלת היא ערימה שבמקום להחזיר את המינימום מחזירה את אחד מבין הk איברים הכי קטנים בערימה. בנוסף בפעולת המחיקה היא מוחקת את אותו איבר שהחזירה כמינימום המקורב. הוכיחו או הפריכו את הטענה הבאה:
עבור 2=k ניתן לממש ערימה מרושלת כך שכל הפעולות לוקחות O(1) amortized זמן.","לא ניתן. אם היה ניתן היינו מגיעים לסתירה לחסם התחתון של מיון.
נבצע רדוקציה מבעיית המיון – נכניס את n האיברים אותם אנחנו רוצים למיין לערימה מרושלת, וכעת נמצא את המינימום המקורב ונמחק אותו. נבצע זאת n פעמים. ניקח את הסדרה שקיבלנו ונשים לב שיש בה n הפרות סדר לכל היותר ולכן ניתן עכשיו לבצע מיון הכנסות בזמן לינארי ולקבל את הסדרה ממויינת.",,,,
A,True,2018,A,A,15-a,T3/ds18AA-Sol.pdf,TAU,6,na,na,na,na,na,na,,"נרצה לתחזק את מהלך המשחק SudokTau. המשחק מתנהל על לוח n × n, כאשר מטרת המשחק היא למלא את כל הלוח במספרים בין 1 לn, ואסור שיהיה את אותו המספר פעמיים באותה שורה או באותה עמודה. השחקן יכול לבצע את הפעולות הבאות:
 Write(i,j,number) -  כותבת את המספר number למקום ה(i,j) בלוח.
המהלך הוא חוקי אם הוא לא מפר את כלל השורה והעמודה. אם המהלך אינו חוקי יש להודיע למשתמש. ניתן להניח שלא קיים איבר במקום ה(i,j) בלוח בעת ההכנסה.
Contains(i,j)  – בודקת האם קיים איבר במקום ה(i,j) בלוח. אם קיים, היא מחזירה את האיבר למשתמש.
Erase(i,j) - מוחקת את האיבר במקום ה(i,j) בלוח. ניתן להניח שקיים איבר במקום ה(i,j) בעת המחיקה.
()Won - מחזירה למשתמש האם הוא ניצח (את זה לא נממש).

תאר מימוש ל3 הפעולות הראשונות כך שכל הפעולות רצות בזמן (1)O במקרה הגרוע, כאשר סיבוכיותזמן ומקום האיתחול הוא O(n^2).","תיאור מבני הנתונים בהם אתם משתמשים בשביל המימוש (ומטרת כל מבנה נתונים):
צריך להחזיק 3 מבני נתונים. אחד כדי להחזיק את הלוח, אחד כדי להחזיק את תוכן העמודות ואחד כדי
להחזיק את תוכן השורות. כאשר ארשום מטריצה הכוונה היא למערך דו מימדי בגודל n × n.
עבור הלוח – נחזיק מטריצה A כך שתוכן הלוח במקום הi,j זה A[i,j], ו0 מציין שהתא ריק.
עבור תוכן השורות – נחזיק מטריצה B כך שאם num מופיע בשורה i אז B[i,num] = 1 ואחרת 0.
עבור תוכן העמודות – נחזיק מטריצה C כך שאם num מופיע בעמודה j אז C[j,num] = 1 ואחרת 0.

תיאור הפעולות:
(Contains(i,j:  במידה ו0 =! [A[i,j נחזיר את  [A[i,j. פעולת write במידה ו B[i,num] = 0 וגם C[j,num] = 0 נבצע השמות C[j,num] = 1 וגם  B[i,num] = 1 וגם ז A[i,j] = 1 אחרת נחזיר שהפעולה לא חוקית. Erase נשמור A[i,j] = num ונבצע השמות B[i,num] = C[j,num] = A[i,j] = 0. סיבוכיות זמן ומקום: האתחול (O(n^2 מהקצאת 3 מערכים דו מימדיים. סיבוכיות קבועה לכל פעולה כיוון שיש מספר קבוע של גישות למערכים.",,,,
B,True,2018,A,A,15-b,T3/ds18AA-Sol.pdf,TAU,2,"\begin{quote}
In the following section, the initialization time and space complexity is O(1), and the space complexity at any given moment is O of the number of elements in the data structure. Describe how a vector of length m can be represented to support insertion at position i, reading from position i, and deletion at position i in O(\log m) worst-case time for each operation.
\end{quote}",na,"\textbf{Central Data Structure: AVL Tree. Short Description:} The key of an element will be the index \( i \), and the value will be the content of the vector at index \( i \).",na,"a,f",tested,,"בסעיף הבא, סיבוכיות זמן ומקום האיתחול הוא (1)O, וסיבוכיות המקום בכל רגע נתון הוא O של מספר האיברים במבנה הנתונים.
תאר כיצד ניתן לייצג וקטור באורך m שתומך בפעולות הכנסה למקום i , קריאה מהמקום i , ומחיקה מהמקום הi בזמן O(logm) במקרה הגרוע לכל פעולה.","מבנה נתונים מרכזי: עץ AVL. תיאור קצר:
הkey של איבר יהיה האינדקס i, והvalue יהיה תוכן הוקטור באינדקס i.",,,,
B,True,2018,A,A,15-c,T3/ds18AA-Sol.pdf,TAU,3,"\textbf{In the following section, the time and space complexity of initialization is \(O(1)\), and the space complexity at any given moment is \(O\) of the number of elements in the data structure. Describe how a matrix of size \(m \times m\) can be represented, supporting the operations of insertion at position \((i,j)\), reading from position \((i,j)\), and deletion from position \((i,j)\), in \(O(\log m)\) worst-case time for each operation.}",na,"\textbf{Central Data Structure:} AVL Tree. \textbf{Brief Description:}
The key will be the pair (i,j) where the comparison between keys will be lexicographic (compare i, and if there is a tie, compare j).
The value will be the content of the matrix at position (i,j).",na,"a,f",tested,,"בסעיף הבא, סיבוכיות זמן ומקום האיתחול הוא (1)O, וסיבוכיות המקום בכל רגע נתון הוא O של מספר האיברים במבנה הנתונים. תאר כיצד ניתן לייצג מטריצה בגודל m × m שתומך בפעולות הכנסה למקום ה(i,j), קריאה מהמקום ה(i,j), ומחיקה מהמקום ה(i,j), בזמן O(logm) במקרה הגרוע לכל פעולה.","מבנה נתונים מרכזי: עץ AVL. תיאור קצר:
הkey יהיה הזוג (i,j) כאשר ההשוואה בין מפתחות תהיה לקסיקוגרפית (משווים את i, ואם יש תיקו משווים את j).
הvalue יהיה תוכן המטריצה במקום ה(i,j).
",,,,
A,True,2018,A,A,15-d,T3/ds18AA-Sol.pdf,TAU,7,na,na,na,na,na,na,,"בסעיף הבא, סיבוכיות זמן ומקום האיתחול הוא (1)O, וסיבוכיות המקום בכל רגע נתון הוא O של מספר האיברים במבנה הנתונים. תאר מימוש ל3 הפעולות הראשונות (write, contains, erase) כך שכל הפעולות רצות בזמן O(logn). ","תיאור מבני הנתונים בשביל המימוש (ומטרת כל מבנה נתונים):
אותו פיתרון כמו בא', כאשר משתמשים במבנה הנתונים בסעיף ג' במקום המערכים הדו מימדיים.
תיאור מבני הנתונים בהם אתם משתמשים בשביל המימוש (ומטרת כל מבנה נתונים):
צריך להחזיק 3 מבני נתונים. אחד כדי להחזיק את הלוח, אחד כדי להחזיק את תוכן העמודות ואחד כדי להחזיק את תוכן השורות. נשתמש בשלושה עצי AVL כאשר הkey יהיה הזוג (i,j) כאשר ההשוואה בין מפתחות תהיה לקסיקוגרפית (משווים את i, ואם יש תיקו משווים את j).
הvalue יהיה תוכן המטריצה במקום ה(i,j). כל עץ AVL כזה מייצג מטריצה שתומך מפעולת הכנסה קריאה ומחיקה בO(logm). מעתה נתייחס למבנה זה כמטריצה.
עבור הלוח – נחזיק מטריצה A כך שתוכן הלוח במקום הi,j זה A[i,j], ו0 מציין שהתא ריק.
עבור תוכן השורות – נחזיק מטריצה B כך שאם num מופיע בשורה i אז B[i,num] = 1 ואחרת 0.
עבור תוכן העמודות – נחזיק מטריצה C כך שאם num מופיע בעמודה j אז C[j,num] = 1 ואחרת 0.
תיאור הפעולות:
(Contains(i,j:  במידה ו0 =! [A[i,j נחזיר את  [A[i,j. פעולת write במידה ו B[i,num] = 0 וגם C[j,num] = 0 נבצע השמות C[j,num] = 1 וגם  B[i,num] = 1 וגם ז A[i,j] = 1 אחרת נחזיר שהפעולה לא חוקית. Erase נשמור A[i,j] = num ונבצע השמות B[i,num] = C[j,num] = A[i,j] = 0. סיבוכיות זמן ומקום: האתחול (O(n^2 מהקצאת 3 מערכים דו מימדיים. סיבוכיות קבועה לכל פעולה כיוון שיש מספר קבוע של גישות למערכים.",,,,
B,True,2018,A,A,16-a,T3/ds18AA-Sol.pdf,TAU,2,"\text{Describe an implementation of a data structure with the following operations (x is a key):}

\text{Insert(x) - in amortized time \(O(\log n)\).}

\text{Search(x) - in amortized time \(O(\log n)\).}

\text{Delete(x) - in amortized time \(O(\log n)\).}",na,"\textbf{Central Data Structure:} AVL Tree. \textbf{Brief Description:} We will use the standard operations of an AVL tree. \textbf{Complexity Explanation:} All operations are in worst-case in \(O(\log n)\), and therefore, in particular, amortized directly from the definition of amortized.",na,"b,p",tested,,"תאר מימוש של מבנה נתונים עם הפעולות הבאות (x הוא מפתח):
 Insert(x) - בזמן אמורטייזד O(logn).
 Search(x) - בזמן אמורטייזד O(logn).
Delete(x) - בזמן אמורטייזד O(logn).
","מבנה נתונים מרכזי: עץ AVL. תיאור קצר: נשתמש בפעולות הרגילות של עץ AVL.
הסבר לסיבוכיות: כל הפעולות הן בזמן הגרוע ב O(logn), ולכן בפרט באמורטייזד ישירות מההגדרה של אמורטייזד.",,,,
B,True,2018,A,A,16-b,T3/ds18AA-Sol.pdf,TAU,2,"\begin{quote}
Describe an implementation of a data structure with the following operations (x is a key):
\begin{itemize}
    \item Insert(x) - in amortized time $O(\log n)$.
    \item Search(x) - in amortized time $O(\log n)$.
    \item Delete(x) - in amortized time $O(1)$.
\end{itemize}
\end{quote}",na,"\textbf{Central Data Structure:} AVL Tree. \textbf{Brief Description:} We will use the standard operations of an AVL tree. \textbf{Explanation for Complexity:} In the banker's method - at the time of insertion \((x(\text{insert})\), we insert the element, and additionally leave \(\log n\) coins for its deletion.",na,"b,p",tested,,"תאר מימוש של מבנה נתונים עם הפעולות הבאות (x הוא מפתח):
 Insert(x) - בזמן אמורטייזד O(logn).
 Search(x) - בזמן אמורטייזד O(logn).
Delete(x) - בזמן אמורטייזד (1)O.","מבנה נתונים מרכזי: עץ AVL. תיאור קצר: נשתמש בפעולות הרגילות של עץ AVL.
הסבר לסיבוכיות: בשיטת הבנק - בזמן הכנסה ((x(insert), נכניס את האיבר, ובנוסף נשאיר לו logn מטבעות בשביל המחיקה שלו.",,,,
B,True,2018,A,A,16-c,T3/ds18AA-Sol.pdf,TAU,7,"\textit{Describe an implementation of a data structure with the following operations (x is a key):} \\
Insert(x) - \textit{in amortized time} $O(\log n)$. \\
Search(x) - \textit{in amortized time} $O(\log n)$. \\
Delete(x) - \textit{in amortized time} $O(1)$ \textit{and also in worst-case time} $O(1)$.",na,"\textbf{Central Data Structure:} AVL Tree. \textbf{Secondary Data Structure:} Linked List. The worst-case complexity of insert is \(O(n \log n)\). The worst-case complexity of search is \(O(n \log n)\). \textbf{Solution:}  
During initialization, we will initialize an AVL tree and a linked list.  
During deletion, we will insert \(x\) at the beginning of the linked list.  
During search/insert, before performing the actual operation, we will traverse the entire linked list and delete element by element.  
After emptying the list, we will perform the actual operation (search/insert).  
Amortized analysis using the banker's method - at the time of insertion \((x\text{, insert})\), we will insert the element and also leave it with \(\log n\) coins for its deletion.",na,"a,b,p",tested,,"תאר מימוש של מבנה נתונים עם הפעולות הבאות (x הוא מפתח):
 Insert(x) - בזמן אמורטייזד O(logn).
 Search(x) - בזמן אמורטייזד O(logn).
Delete(x) - בזמן אמורטייזד (1)O וגם במקרה הגרוע ביותר (1)O.","מבנה נתונים מרכזי: עץ AVL. מבנה נתונים משני: רשימה מקושרת. סיבוכיות במקרה הגרוע של insert הוא O(nlogn). סיבוכיות במקרה הגרוע של search הוא O(nlogn). פיתרון:
בזמן האתחול נאתחל עץ AVL ורשימה מקושרת.
בזמן מחיקה, נכניס את x לתחילת הרשימה המקושרת.
בזמן חיפוש/הכנסה, לפני ביצוע הפעולה עצמה, נעבור על כל הרשימה המקושרת ונמחק איבר איבר.
לאחר שרוקנו את הרשימה נבצע את הפעולה עצמה (חיפוש/הכנסה).
ניתוח האמורטייזד בשיטת הבנק - בזמן הכנסה ((x(insert), נכניס את האיבר, ובנוסף נשאיר לו logn מטבעות בשביל המחיקה שלו.",,,,
A,True,2017,A,B,1-a,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נתון מערך של ח מספרים שלמים בין 0 ל-2 בחזקת n.
נתון שכל מספר במערך הוא כפולה של ערך עליון של 2 בחזקת N, חלקי N בחזקת שלוש. הציעו אלגוריתם למיון המערך.
","נחלק כל מספר ב-(ערך עליון של 2 בחזקת N, חלקי N בחזקת שלוש). כעת איברי המערך בתחום [0, n^3] וניתן למיינם באמצעות O(n) .radix sort.",,,,
A,True,2017,A,B,1-b,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נתון מערך של ח מספרים שלמים בין 0 ל-2 בחזקת n. נתון כי המרחק בין כל שני מספרים הוא לפחות - [ערך עליון של 2 בחזקת N, חלקי N בחזקת שלוש] (פרט לחזרות על אותו מספר). הציעו אלגוריתם למיון המערך.","נעגל כל המספרים לכפולה השלמה של [ערך עליון של 2 בחזקת N, חלקי N בחזקת שלוש] הקרובה ביותר מלמטה ונשמור אותם במערך חדש לפי הסדר של המערך המקורי. נבצע radix sort במערך החדש ונבצע כל פעולת ""סידור"" של ה-radix sort במקביל
במערך המקורי. (O(n.",,,,
B,True,2017,A,B,1-c,T3/ds17AB-sol.pdf,TAU,6.25,Two AVL trees of size \( n \) each are given. Can they be merged in \( O(n) \) time? Prove using an algorithm or disprove.,na,"\textbf{Proof.} Perform an in-order walk on each of the trees and obtain two sorted arrays of their elements. Perform a merge sort to obtain a single sorted array. Construct a balanced tree from it as follows: the median will be the root, the 1/4 and 3/4 order statistics will be the left and right child of the root respectively, and so on.",na,f,tested,,נתונים שני עצי AVL בגודל n כל אחד. האם ניתן למזגם בזמן O(n)? הוכח באמצעות אלגוריתם או הפרך.,"הוכחה. נבצע in order walk על כל אחד מהעצים ונקבל שני מערכים ממוינים של איבריהם. נבצע merge sort לקבלת מערך ממויך יחיד. נבנה ממנו עץ מאוזן באופן הבא: החציון יהיה השורש, הסטטיסטי סדר ה-1/4 וה-3/4 יהיו הבן השמאלי והימני של השורש בהתאמה, וכן הלאה.",,,,
B,True,2017,A,B,1-d,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,f,untested,,נתונים שני עצי AVL בגודל n כל אחד. האם ניתן למזגם בזמן ((O(sqrt(n? הוכח באמצעות אלגוריתם או הפרך.,"לא ניתן. נניח וניתן היה לעשות זאת, אזי היינו יכולים למיין n מספרים בזמן קטן מ-(O(nlogn ע""י מיזוגים רקורסיבים ואז in order walk. נוסחת הרקורסיה המתוארת הינה T(n) = 2T(n/2) + Vn ופתרונה (O(n. לכן סה""כ זמן המיון הינו (O(n.",,,,
A,True,2017,A,B,2-a,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נדרש מבנה נתונים התומך בפעולות הבאות על איברים המכילים שני שדות – id, amount. בכל רגע נתון מספר האיברים במבנה אינו עולה על N.
1. (Add(i,x מגדילה ב-x ערכו של שדה amount של האיבר (היחיד) בעל id=i אם קיים. אחרת, אם לא קיים איבר כזה, מוסיף איבר עם id=i, amount=x (לא נתון מצביע לאיבר)
2. ()whoIsMax מחזירה את ה-id עבורו שדה ה-amount מקסימלי (אם קיים יותר מאחד כזה, מחזירה אחד מהם)
3. (Reduce (i,y מפחיתה y מה-amount של האיבר בעל id=i (לא נתון מצביע לאיבר)

נניח כי כל ה-id נמצאים בטווח [1,3n].
תארו מבנה דטרמיניסטי התומך בפעולות 1-2 בזמן (1)O במקרה הגרוע ביותר (אין צורך לממש את פעולה 3).",נקצה מערך בגודל 3n. בכל קריאה ל-Add נעדכן התא המתאים במערך ונבדוק אם הוא המקסימום החדש על ידי השוואה לנוכחי. whoIsMax יחזיר את המקסימום שיישמר תמיד בשדה עזר.,,,,
A,True,2017,A,B,2-b,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נדרש מבנה נתונים התומך בפעולות הבאות על איברים המכילים שני שדות – id, amount. בכל רגע נתון מספר האיברים במבנה אינו עולה על N.
1. (Add(i,x מגדילה ב-x ערכו של שדה amount של האיבר (היחיד) בעל id=i אם קיים. אחרת, אם לא קיים איבר כזה, מוסיף איבר עם id=i, amount=x (לא נתון מצביע לאיבר)
2. ()whoIsMax מחזירה את ה-id עבורו שדה ה-amount מקסימלי (אם קיים יותר מאחד כזה, מחזירה אחד מהם)
3. (Reduce (i,y מפחיתה y מה-amount של האיבר בעל id=i (לא נתון מצביע לאיבר)

נניח כי כל ה-id נמצאים בטווח [1,3n].
תארו מבנה דטרמיניסטי אשר בנוסף תומך בפעולה 3 בזמן (O(logn אמורטייזד. במקרה זה פעולה 1 תתבצע בזמן (1)O אמורטייזד ופעולה 2 תשאר בזמן (1)O במקרה הגרוע ביותר.","בנוסף למבנה שהשתמשנו בו בסעיף א' נחזיק ערימת פיבונאצ'י. בכל תא במערך נחזיק פוינטר לאיבר המתאים ערימה. בהכנסה (אם לא קיים) מעדכנים במערך ומוסיפים איבר לערימה – (1)O. אם האיבר קיים,
ההוספה לערימה תקח (1)O אמורטייזד. whoIsMax כמוקדם. בפעולה החדשה – נעדכן האיבר המתאים במערך, נעקוב אחרי הפוינטר לערימה ונבצע delete והכנסה מחדש לערימה (נעדכן המצביעים בהתאם).
(O(logn אמורטייזד.",,,,
A,True,2017,A,B,2-c,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נדרש מבנה נתונים התומך בפעולות הבאות על איברים המכילים שני שדות – id, amount. בכל רגע נתון מספר האיברים במבנה אינו עולה על N.
1. (Add(i,x מגדילה ב-x ערכו של שדה amount של האיבר (היחיד) בעל id=i אם קיים. אחרת, אם לא קיים איבר כזה, מוסיף איבר עם id=i, amount=x (לא נתון מצביע לאיבר)
2. ()whoIsMax מחזירה את ה-id עבורו שדה ה-amount מקסימלי (אם קיים יותר מאחד כזה, מחזירה אחד מהם)
3. (Reduce (i,y מפחיתה y מה-amount של האיבר בעל id=i (לא נתון מצביע לאיבר)

נניח כי כל ה-id נמצאים בטווח [1,3n].
הסבירו מדוע לא ניתן לממש את כל הפעולות ב-(1)O אמורטייזד, אפילו בעזרת רנדומיות.","נראה סתירה לחסם המיון. נניח כי נתונה לנו קבוצה של n מספרים. נכניס אותם למבנה באמצעות Add עם id הגדל באחד כל פעם. כעת נבצע n פעמים whoIsMax לקבלת האיבר הגדול הבא, ונבצע עליו reduce(I,inf).",,,,
A,True,2017,A,B,2-d,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נדרש מבנה נתונים התומך בפעולות הבאות על איברים המכילים שני שדות – id, amount. בכל רגע נתון מספר האיברים במבנה אינו עולה על N.
1. (Add(i,x מגדילה ב-x ערכו של שדה amount של האיבר (היחיד) בעל id=i אם קיים. אחרת, אם לא קיים איבר כזה, מוסיף איבר עם id=i, amount=x (לא נתון מצביע לאיבר)
2. ()whoIsMax מחזירה את ה-id עבורו שדה ה-amount מקסימלי (אם קיים יותר מאחד כזה, מחזירה אחד מהם)
3. (Reduce (i,y מפחיתה y מה-amount של האיבר בעל id=i (לא נתון מצביע לאיבר)

נניח כי כל ה-id נמצאים בטווח [1,3n]. נניח כי לא ניתנת הגבלה על טווח ה-id-ים.
תארו מבנה התומך בפעולה 1 בזמן (1)O בתוחלת אמורטייזד, בפעולה 2 בזמן .O(1) w.c ובפעולה 3 בזמן (O(logn אמורטייזד בתוחלת.","Add: נלך ל-hashtable עם ה-i key. אם לא קיים, נכניס לטבלה וכן לערימת פיבונאצ'י עם פוינטר בינהם. אם קיים, נעדכן פשוט בטבלה ובערימה. (1)O אמורטייזד בתוחלת. whoIsMax יחולץ כרגיל מהערימה.
Reduce: נעדכן בטבלה, ובעזרת הפוינטר נמחק ונוסיף מהערימה. סה""כ (O(logn אמורטייזד בתוחלת.",,,,
A,True,2017,A,B,3-a,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"האם ניתן לממש עץ AVL כך שפעולת ה-insert תיקח במקרה הגרוע ביותר (1)O ופעולת ה-delete תיקח (O(n, כאשר n מספר האיברים בעץ?","לא ניתן. ניקח קבוצה כללית של מספרים בגודל n, נכניסם לעץ ונקבל אותם ממוינים על ידי in order walk ב-(O(n.",,,,
A,True,2017,A,B,3-b,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"האם ניתן לממש עץ חיפוש כלשהו כך שפעולת ה-insert תיקח במקרה הגרוע ביותר (1)O ופעולת ה-delete תיקח (O(n, כאשר n מספר האיברים בעץ?","לא ניתן. ניקח קבוצה כללית של מספרים בגודל n, נכניסם לעץ ונקבל אותם ממוינים על ידי in order walk ב-(O(n.",,,,
A,True,2017,A,B,3-c,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,האם ניתן לממש עץ AVL כך שנוסיף לו פעולה החזר את האיבר המינימלי שגדול שווה לממוצע האיברים בזמן (1)O מבלי לפגוע בזמן הריצה של שאר הפעולות?,"נחזיק מצביע עזר שיתוחזק בכל פעולת insert,delete ויצביע לאיבר הרלוונטי. ידרוש עדכון של הממוצע בכל שלב וחיפוש האיבר המתאים, מה שנכנס בזמן הריצה של (O(logn.",,,,
A,True,2017,A,B,3-d,T3/ds17AB-sol.pdf,TAU,6.25,na,na,na,na,na,na,,"נגדיר עץ בינארי מסוג i-WAVL: ההגדרה זהה להגדרת עץ WAVL, פרט לכלל הפרשי הדרגות. בעץ מסוג i-WAVL הפרש הדרגות האפשרי בין צומת לבנו הוא בין 1 ל-i. חשבו חסם אסימפטוטי על גובהו המקסימלי של עץ i-AVL בן n איברים, כתלות ב-n וב-i.","בדומה לחישוב עבור-WAVL:
נסמן Sk מספר האיברים המינימלי בעץ i-WAVL ששורשו מדרגה k. אזי מתקיים sk = 1 +2sk-1, נוסחת נסיגה שפתרונה sk = 2^|k/i|     1. מכאן, אם מספר האיברים בעץ הינו n, דרגת השורש מקיימת k =< i · logn. בעץ -i WAVL מתקיים כי height =< rank, לכן החסם האחרוך הינו גם החסם על גובה העץ.",,,,
A,True,2017,A,B,4-a,T3/ds17AB-sol.pdf,TAU,8.3,na,na,na,na,na,na,,"נרצה לתחזק מבנה נתונים המכיל קבוצות של מספרים. נניח שלכל קבוצה יש מספר מזהה ייחודיי. נגדיר אינטרוול רציף של מזהי קבוצות באופן הבא: בהינתן מערך ממוין A של כל מזהי הקבוצות, אינטרוול רציף של מזהים הינו קבוצה המכילה את כל האיברים בתת-מערך של A.
לדוגמא: נניח שמבנה הנתונים מכיל ברגע נתוך קבוצות עם המזהים {50 ,1,13,42}, אזי:
הקבוצה {1,13} היא אינטרוול רציף.
הקבוצה {13,42,250} היא אינטרוול רציף.
הקבוצה {1,42} היא אינה אינטרוול רציף.

נסמן ב-n את כמות הקבוצות וב-m את הגודל המקסימלי של קבוצה. כאשר ניתן יש להביע הסיבוכיות באמצעות m,n ו-|B|.

ממשו מבנה נתונים דטרמיניסטי התומך בפעולות:
(createSet(setId - יצירת קבוצה עם מזהה setId.
(insertToSets(B, E – בקבלת מערך המכיל איברי אינטרוול רציף של מזהים B (הקיימים במבנה) ומערך של אלמנטים E. יש להכניס את האיבר [E[i לקבוצה עם המזהה [B[i. שני המערכים זהים באורכם.","נחזיק עץ חיפוש בינארי מאוזן עם שהמפתחות בו הם מזהי הקבוצות. ב-createSet נכניס איבר חדש לעץ, שיצביע לעץ חיפוש בינארי מאוזן נפרד שיכיל את איברי הקבוצה ופוינטר למינימום שלו. (O(logn. עבור getMin נחפש בעץ הקבוצות ונחזיר המינימום של עץ הקבוצה המתאים.
getContMin: נמצא הצומת המתאים בעץ עבור הקבוצה עם המזהה המינימלי באינטרוול. נחזיר המינימום שלו ושל כל הקבוצות הבאות בעזרת קריאות עוקבות ל-successor. סה""כ (|O(logn+|B. בדומה נממש יתר הפעולות. זמני הריצה יהיו (((O(log(n)+|B|(1+log(m .",,,,
A,True,2017,A,B,4-b,T3/ds17AB-sol.pdf,TAU,8.3,na,na,na,na,na,na,,"נרצה לתחזק מבנה נתונים המכיל קבוצות של מספרים. נניח שלכל קבוצה יש מספר מזהה ייחודיי. נגדיר אינטרוול רציף של מזהי קבוצות באופן הבא: בהינתן מערך ממוין A של כל מזהי הקבוצות, אינטרוול רציף של מזהים הינו קבוצה המכילה את כל האיברים בתת-מערך של A.
לדוגמא: נניח שמבנה הנתונים מכיל ברגע נתוך קבוצות עם המזהים {50 ,1,13,42}, אזי:
הקבוצה {1,13} היא אינטרוול רציף.
הקבוצה {13,42,250} היא אינטרוול רציף.
הקבוצה {1,42} היא אינה אינטרוול רציף.

נסמן ב-n את כמות הקבוצות וב-m את הגודל המקסימלי של קבוצה. כאשר ניתן יש להביע הסיבוכיות באמצעות m,n ו-|B|.

ממשו מבנה נתונים דטרמיניסטי התומך בפעולות:
(createSet(setId - יצירת קבוצה עם מזהה setId.
(insertToSets(B, E – בקבלת מערך המכיל איברי אינטרוול רציף של מזהים B (הקיימים במבנה) ומערך של אלמנטים E. יש להכניס את האיבר [E[i לקבוצה עם המזהה [B[i. שני המערכים זהים באורכם.
(getMin(setId - מחזירה המינימום של קבוצה עם מזהה setId.
(getContMin(B- מקבלת אינטרוול רציף של מזהים B ומחזירה מערך שמכיל את המינימום של כל קבוצה עם מזהה מ-B.","נחזיק עץ חיפוש בינארי מאוזן עם שהמפתחות בו הם מזהי הקבוצות. ב-createSet נכניס איבר חדש לעץ, שיצביע לעץ חיפוש בינארי מאוזן נפרד שיכיל את איברי הקבוצה ופוינטר למינימום שלו. (O(logn. עבור getMin נחפש בעץ הקבוצות ונחזיר המינימום של עץ הקבוצה המתאים.
getContMin: נמצא הצומת המתאים בעץ עבור הקבוצה עם המזהה המינימלי באינטרוול. נחזיר המינימום שלו ושל כל הקבוצות הבאות בעזרת קריאות עוקבות ל-successor. סה""כ (|O(logn+|B. בדומה נממש יתר הפעולות. זמני הריצה יהיו (((O(log(n)+|B|(1+log(m .",,,,
